,Unnamed: 0,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Payment_Behaviour,Monthly_Balance,Credit_Score,Amount_invested_monthly
68612,61808,19,15,29043.01,2326.250833333333,8,7,15,7,2106,23,18.0,17.63,7.0,2,1434.58,39.55213330457039,9,1,153.6560410077071,6,270.3334111712913,2,58.63563115433495
68637,36870,26,14,45834.57,3816.5475,7,7,19,2,2154,9,15.0,15.07,8.0,2,2482.46,26.895701710655068,7,1,54.293093063069655,5,387.24029339105067,1,230.12136354587972
68639,59514,24,15,73300.88,6140.406666666668,7,7,8,2,721,16,19.0,2.59,2.0,2,355.75,30.26748864307145,24,0,110.50943680719416,2,656.2109440539913,2,107.32028580548132
68642,91239,19,6,100809.78,8439.815,4,5,12,3,1965,5,18.0,19.15,9.0,3,640.78,27.77052420824352,2,1,219.7155671659586,0,662.0210763271158,2,202.24485650692563
68646,70371,46,12,93233.73,7762.4775,6,7,17,7,1158,7,14.0,16.51,7.0,2,783.92,35.23972050398461,5,1,302.95280908361764,0,574.4148156381982,2,138.8801252781841
68659,36235,26,3,35336.77,2893.730833333333,4,5,16,2,1689,7,17.0,9.76,2.0,3,1172.87,33.181556062142064,34,0,31.402438038633004,5,213.88077673595018,2,334.08986855875014
68678,70988,33,0,43340.44,3521.703333333333,3,5,9,1,955,4,12.0,3.76,4.0,3,539.33,24.54582979690629,21,0,35.764457689425235,6,454.0743245410341,0,112.33155110287399
68680,58410,33,9,14804.08,979.6733333333334,6,9,19,7,1113,19,15.0,23.06,12.0,3,3195.13,39.86795814266052,31,1,81.26738974397513,2,238.03416055595687,2,38.665783033401354
68681,29704,38,6,14696.62,1153.7183333333337,9,7,20,2,2153,40,19.0,7.35,11.0,0,2666.63,35.205828054677646,2,1,17.44148222221614,4,278.4659719615898,1,99.46437914952743
68682,31359,28,15,33684.42,2792.035,6,9,18,5,1291,52,17.0,16.82,11.0,3,1329.97,31.98555996302371,5,1,116.41793858628525,0,368.34194921936063,2,34.443612194354074
68699,66705,52,5,88296.18,7386.0149999999985,4,4,11,3,1161,10,6.0,6.87,3.0,1,1301.98,37.84562285170217,16,0,127.29563026902272,2,720.6571972232479,1,150.6486725077295
68708,93929,40,14,94969.56,7959.13,8,5,6,4,796,16,10.0,4.2,2.0,2,1171.88,26.16423962874239,24,0,224.9507259294737,3,498.8688057133525,2,342.09346835717383
68710,52751,40,2,33405.74,2485.8116666666665,3,6,20,1,725,29,10.0,7.77,4.0,2,196.3,36.78287089876269,17,1,16.280688370435787,6,429.6012398992688,2,62.69923839696209
68711,32245,41,13,10234.39,881.8658333333333,4,6,6,4,2077,24,18.0,6.7,4.0,2,627.2,38.10105660287173,34,0,26.99631557679216,5,278.85406414910994,2,72.33620360743127
68718,32893,20,14,38860.98,3478.4150000000004,5,7,17,1,955,7,11.0,13.32,8.0,3,1008.6,31.69182792037784,25,1,24.20816981640824,5,176.49302079107525,2,437.1403093925165
68728,73113,27,5,38957.34,3038.445,9,7,31,3,137,15,15.0,22.37,9.0,2,2274.1,25.98008404331399,8,0,52.07530566390997,5,206.0660538834608,1,335.7031404526292
68740,94422,24,11,119680.56,9906.38,8,4,17,4,1129,18,16.0,3.61,4.0,3,871.69,29.50094115712637,16,0,330.57926645685205,0,715.3066810075079,2,184.75205253563988
68748,76375,37,10,14620.51,1176.3758333333333,9,7,29,7,1773,29,13.0,9.4,12.0,2,2482.1,28.30118722893597,6,1,82.51268340525161,5,222.49222671055267,1,102.63267321752905
68756,50609,33,0,56135.16,4753.93,7,5,17,7,1605,17,13.0,15.23,7.0,2,2689.93,37.894024376345385,31,1,190.10227420742373,1,461.6109681581317,1,73.6797576344445
68770,84232,27,13,18202.79,1390.8991666666668,4,4,5,1,955,6,11.0,9.7,3.0,2,911.09,34.53915621477711,8,0,11.846005156467273,3,282.2768489686175,2,114.96706254158188
68776,38455,44,3,33030.03,2604.5025,3,5,4,1,481,10,8.0,10.59,3.0,3,1289.96,31.540903478465644,8,0,22.901578650172063,3,297.12104927383723,0,210.42762207599068
68777,69964,19,9,76887.92,6445.326666666668,8,7,25,2,1687,24,19.0,3.64,8.0,3,2485.99,35.15442869027646,33,1,78.62692676686831,0,735.1042556546072,1,70.80148424519115
68779,30670,26,1,26976.43,2525.035833333333,7,7,7,4,1155,30,10.0,15.26,3.0,2,426.03,37.16656050856808,18,1,62.53029961087679,1,395.76263840294786,0,44.21064531950866
68781,13017,45,3,30587.68,2759.973333333333,6,7,15,6,780,7,20.0,13.77,4.0,2,1005.5,39.27617346805904,34,0,108.11916371343357,1,347.0798689207019,2,70.79830069919797
68805,68682,52,7,54426.18,4546.515,4,6,12,4,249,11,13.0,2.74,6.0,2,865.04,35.30244601963128,24,0,137.76746132663558,1,394.12565500782546,2,172.75838366553901
68818,43583,17,12,17196.13,1481.0108333333335,9,7,32,7,2048,44,18.0,17.45,11.0,0,3495.11,33.511755183802535,34,1,74.73334890870491,5,296.310933364372,1,67.05680106025649
68822,46410,32,0,21366.12,1769.51,4,5,11,4,1850,20,14.0,7.98,4.0,2,921.38,29.630537231668352,22,1,65.08973173068877,5,175.99316021958995,2,225.8681080497213
68827,85431,32,8,12805.5,1188.125,4,7,20,2,1191,24,19.0,1.92,4.0,2,1376.62,32.22527182919355,22,0,16.095338685077035,5,279.9256460185794,2,112.79151529634356
68831,84793,35,6,16791.21,1143.2675,6,5,27,7,1075,45,16.0,19.14,7.0,0,3321.22,30.075829514142143,1,0,95.77995936781971,4,237.95180391492718,1,60.59498671725309
68832,46921,44,12,83083.59,6681.6325,7,6,6,4,2143,26,18.0,18.12,4.0,2,1100.84,24.65213756530201,10,1,276.836648555042,0,463.5828468967484,2,167.74375454820975
68834,56410,52,7,76040.81999999999,6323.735,7,4,8,4,2125,24,12.0,9.23,3.0,2,982.4,37.35096608363439,9,1,223.69410704142024,0,495.79232515223254,2,152.88706780634737
68838,28066,28,12,20734.16,1984.8466666666664,7,5,19,1,1690,27,13.0,10.51,2.0,2,1344.19,25.32437834033705,16,1,12.653109467827043,5,363.6905476992518,2,112.14100949958781
68840,46971,24,7,43608.18,3531.015,8,8,23,6,1626,27,21.0,8.05,7.0,0,1492.88,26.54226085634296,11,1,169.54209895217426,6,265.7609956652278,2,197.79840538259793
68841,64316,50,2,14957.52,1387.46,7,6,12,1,1911,23,9.0,4.64,4.0,2,1015.61,28.384491285102783,22,0,8.39085635551636,5,257.9578394343349,2,162.39730421014872
68857,9315,23,15,16803.61,1381.3008333333337,8,5,25,3,1900,28,17.0,10.93,6.0,2,1664.82,30.38517539796884,7,1,22.365778122223645,5,300.609093219072,1,105.15521199203769
68862,34866,29,15,13214.895,1110.24125,4,4,7,6,669,24,16.0,17.36,8.0,2,940.6,24.86399502414648,6,1,64.35821253006412,4,242.3028035299052,2,84.36310894003067
68863,24855,22,9,124436.4,10520.7,5,5,7,2,1433,12,7.0,2.82,1.0,1,529.84,32.07150056533636,24,0,164.01408226861656,6,759.5244784053583,2,398.53143932602524
68866,57842,50,11,25757.56,2205.4633333333336,6,5,14,2,2158,19,16.0,9.02,4.0,2,912.72,27.952175215059448,34,0,41.705851479751146,5,248.86547779434062,2,219.9750040592416
68868,29392,38,12,51031.6,4180.633333333333,4,6,16,3,1599,13,8.0,10.54,1.0,2,1437.83,29.169232887787302,8,0,113.15964279594272,3,309.7746085829013,2,265.1290819544894
68869,53164,34,13,18114.35,1515.5291666666665,9,6,28,2,232,21,18.0,5.85,12.0,0,1289.04,25.03352888451093,34,1,16.120788654378792,4,274.0448797442483,1,141.38724826803949
68877,45119,42,2,18668.09,1735.674166666667,7,6,29,5,1542,17,15.0,17.07,8.0,2,2347.06,35.725516210341894,30,1,72.9893887500134,2,322.48910279986586,1,38.08892511678736
68890,91865,29,7,15706.805,1192.9004166666666,3,5,4,2,231,14,6.0,1.5699999999999998,4.0,1,282.44,32.21569921324737,20,0,23.47255561005396,5,230.8834796399543,2,154.9340064166584
68895,16907,32,9,43978.14,3663.845,6,7,9,2,472,27,19.0,7.07,1.0,2,1102.66,28.47585124095768,34,1,68.78510048383598,1,446.2780489265755,2,101.32135058958845
68912,47053,36,11,17553.22,1343.7683333333334,9,5,22,2,1908,22,19.0,9.45,6.0,0,2228.97,35.55725925086569,34,1,21.07132939836552,2,334.75575114907434,1,38.54975278589343
68917,25890,19,2,32414.96,2826.2466666666664,6,5,15,6,1073,35,15.0,9.06,11.0,3,2129.39,32.58919487745872,5,1,81.55170275134108,1,385.2032727231257,2,65.86969119219991
68932,19360,20,0,34642.94,3180.911666666667,3,5,7,3,1002,5,20.0,10.84,2.0,2,1079.65,31.60567566276485,19,1,49.685271311903456,0,441.33718533940936,2,67.068710015354
68938,72733,49,12,63362.6,5036.216666666666,4,6,15,1,1911,18,16.0,16.57,6.0,2,302.87,28.52034922465469,14,1,30.17383525270052,2,462.45069827954234,2,270.99713313442385
68940,27605,21,8,20027.29,1491.940833333333,6,9,26,5,488,50,12.0,12.3,9.0,2,2174.74,29.85855425123917,34,1,52.274177856118776,5,219.42317214576423,2,167.49673333145032
68951,14216,45,15,42237.36,3725.78,5,7,4,4,918,8,11.0,6.0,2.0,1,1170.65,28.719182965309766,18,0,98.45588688009369,1,372.0560559343724,2,152.06605718553396
68969,47458,18,0,28876.41,2682.3675,8,4,6,4,1414,21,11.0,19.19,8.0,3,812.5,39.02233622188189,32,1,50.29382155486634,1,369.3599020218583,2,98.58302642327536
68994,59846,25,15,125898.32,10565.526666666668,6,6,6,2,477,5,18.0,16.0,11.0,2,746.9,35.44653272172328,8,1,139.8268794394258,3,389.02136409210283,0,797.7044231351382
69000,68412,26,10,21468.16,2066.0133333333333,8,4,13,2,1688,7,11.0,3.5,3.0,2,1119.42,38.286272172212406,21,0,19.663461460856745,4,297.1034835580099,2,169.83438831446668
69001,81978,19,11,36938.82,2782.235,8,6,13,5,460,23,11.0,10.06,12.0,2,771.6,35.72467488023656,3,1,112.27276566418269,3,234.3638328172299,2,201.58690151858747
69005,90453,39,12,89126.25,7675.1875,4,5,19,2,476,7,19.0,19.8,8.0,3,631.58,29.81602758690869,10,1,125.29314199736976,4,252.33112476479232,2,669.894483237838
69041,74153,51,8,49497.34,4201.778333333333,8,4,8,4,334,12,14.0,5.29,1.0,2,129.5,36.21034863770439,17,0,151.74342119737454,2,278.31029115586887,2,250.12412098008983
69043,37458,38,11,93939.36,8023.28,5,6,5,1,1440,8,9.0,1.72,2.0,2,231.85,28.73496086288718,22,1,71.1294635824494,0,784.5730002521335,2,186.62553616541703
69047,36574,46,9,34652.7,2975.725,6,7,14,3,1647,5,15.0,9.56,4.0,2,1096.33,26.60914488604535,13,0,64.68031229517283,6,307.65162017011903,2,185.24056753470813
69048,71226,42,3,16287.14,1097.2616666666663,8,5,26,2,1438,9,17.0,17.39,6.0,2,1802.72,38.74904982122604,13,1,20.49047230035986,5,276.5766939859764,1,102.65900038033037
69050,53078,18,4,47868.74,3802.061666666666,5,5,15,2,719,11,9.0,8.92,6.0,2,727.67,30.29229288492365,30,0,64.05620008509204,5,245.05734897011237,1,361.09261761146234
69058,19344,38,7,15266.8,1000.2333333333332,5,6,17,7,2126,29,18.0,9.24,8.0,3,877.84,38.76663017153181,8,1,79.94678081848903,5,273.5914402217228,2,36.485112293121524
69067,53336,40,11,30839.77,2345.980833333333,4,6,20,3,1522,18,14.0,7.66,4.0,3,1086.63,27.88833317515485,17,0,76.71916306292354,1,373.5878547271842,2,34.291065543225685
69076,72717,19,8,19821.65,1179.5280212107816,8,8,32,3,1900,19,19.0,7.07,12.0,2,2609.26,30.72377551074057,3,1,228.90951549555552,5,230.4111425472563,2,152.43590407973983
69097,51903,27,3,81864.56,6882.046666666666,8,5,11,2,1196,6,16.0,11.07,7.0,2,1210.87,37.58314669144404,34,1,74.80770126323384,6,635.1500879303686,2,228.2468774730642
69102,51981,25,6,42534.99,3468.5825,7,6,15,7,1983,39,16.0,15.53,11.0,3,1489.73,28.929769895695195,5,1,214.0097779141905,1,333.759295482647,1,49.08917660316248
69116,25080,20,10,45941.28,4006.44,6,4,4,3,371,27,19.0,1.57,4.0,3,1279.96,27.863638132052337,34,0,80.89486248400442,1,509.76014145628716,0,59.98899605970843
69127,81119,40,15,14592.03,947.0025,8,9,23,6,80,26,17.0,8.65,10.0,3,1673.76,25.981471170062747,3,1,55.29027463377206,5,269.8357810613985,1,59.574194304829426
69135,87720,17,6,38505.32,3065.776666666666,7,4,10,4,700,9,15.0,17.09,4.0,2,2159.19,27.126911928515,33,1,71.02955096525105,4,282.58334539844935,1,232.96477030296643
69136,83558,45,0,26683.75,2224.645833333333,7,5,16,1,1440,28,10.0,10.85,4.0,2,1186.43,35.98066799768997,34,0,21.99380359276228,2,377.12966508521856,2,83.34111465535251
69143,48388,44,8,61955.81999999999,5423.985,8,6,29,6,1991,46,13.0,15.21,11.0,3,1381.96,36.82224402301432,33,1,171.936935873111,2,469.93412132840217,1,160.52744279848685
69149,30221,20,4,56039.7,4899.974999999999,2,5,9,4,1704,11,12.0,7.64,4.0,1,895.2,24.47651230019419,10,0,128.64099867263917,5,455.3339793621094,1,196.02252196525143
69152,83218,17,3,36533.3,3307.441666666667,4,5,18,1,1911,6,12.0,14.14,7.0,2,499.85,31.3494826552244,11,1,22.015359995412744,5,318.23982043498336,2,280.4889862362706
69153,6973,30,2,16646.26,1611.188333333333,7,6,15,2,723,12,12.0,11.26,4.0,2,624.36,27.253899350522737,11,0,14.578566805917866,2,367.03050908856994,2,39.50975743884556
69157,34570,37,7,34978.29,3004.8575,3,6,13,4,1655,10,12.0,8.4,6.0,3,1219.82,38.51122054127822,8,1,79.50245626724916,5,264.30267410770057,2,246.68061962505033
69159,32991,22,7,77818.98,6573.915,5,6,8,4,352,11,15.0,13.86,4.0,3,1066.38,38.36266831520216,34,1,143.18580051827718,2,480.271790276736,2,293.9339092049869
69161,9196,36,2,110064.33,9095.0275,5,4,5,2,476,28,19.0,11.08,1.0,2,456.58,31.80603182069521,15,0,136.9409830700163,4,806.6069541730578,2,245.9548127569259
69162,73823,43,9,84261.29999999999,6772.774999999999,5,7,5,6,706,10,20.0,9.9,5.0,2,958.8,30.948243758874803,3,1,214.1273740745194,2,570.9210656150168,1,152.22906031046375
69166,91690,46,9,15341.895,1035.49125,6,7,3,1,481,20,8.0,7.71,2.0,2,1152.71,30.294505575536625,13,0,6.9819930191464366,3,272.15192212295085,2,94.41520985790272
69175,48310,32,2,14126.68,1374.2233333333334,9,9,26,4,443,53,16.0,14.44,9.0,2,1673.64,27.78334347714885,31,1,47.04210762304478,6,330.4143889053805,2,49.96583680490804
69177,42785,36,3,33905.67,2541.4725,8,6,16,4,375,5,10.0,15.03,7.0,2,1425.2,28.59276158987436,8,1,67.14186026737242,5,382.8807726677916,2,94.12461706483595
69186,22698,39,10,35139.0,2650.25,6,6,12,5,1631,29,17.0,12.8,4.0,3,234.49,28.322434029334943,6,0,132.86533626370027,2,323.03489608802994,2,69.12476764826982
69206,11505,25,6,60185.82,4762.485,7,5,14,6,1377,8,13.0,16.35,6.0,2,1089.0,32.81989106554412,31,1,208.5933439960316,2,395.7129277411733,2,131.94222826279508
69212,70687,50,9,95267.49,7974.9575,6,5,13,2,2156,17,13.0,4.98,5.0,2,586.28,33.64859620568589,17,0,113.31952739448973,0,831.029241373753,2,93.14698123175732
69218,55186,30,3,48644.8,4142.733333333334,6,6,5,4,304,7,13.0,4.12,2.0,2,539.35,37.69477462159078,25,0,121.55867101136693,3,207.5647222070594,2,355.14994011490705
69222,35086,39,5,46248.72,3884.06,8,7,14,7,561,30,11.0,18.43,9.0,2,214.72,33.707047359468234,7,0,207.84685793854428,2,266.1491214080624,2,174.41002065339333
69227,84123,22,11,48783.44,4187.286666666667,3,7,18,3,569,11,17.0,10.96,1.0,2,146.68,36.86931337813362,11,0,79.61675438989963,4,401.9476291562282,2,217.1642831205388
69231,67517,23,12,63528.7,5132.058333333333,4,6,9,3,221,21,10.0,7.09,3.0,1,617.89,25.82456298291568,20,0,128.27783377647378,2,339.45133001452666,1,305.4766695423328
69235,90072,36,4,37921.54,2942.1283333333336,8,5,18,6,860,53,22.0,6.88,12.0,0,1752.99,31.60598771384724,10,1,137.77479929038634,5,303.90546178669507,1,142.53257225625197
69248,21631,36,1,26670.7,1996.5583333333327,5,4,5,3,652,6,13.0,15.96,5.0,3,502.35,30.7331810902154,3,1,38.989581599188526,2,382.1353414369475,2,38.53091029719736
69257,85508,22,8,26760.95,2254.079166666667,4,4,9,2,1194,5,13.0,6.3100000000000005,3.0,3,244.29,30.779251845343428,11,1,34.26639594910129,3,405.6492580071088,2,55.492262710456544
69277,63282,23,7,87939.04,7343.253333333332,2,4,11,2,722,7,7.0,5.98,4.0,1,320.89,34.77573552736839,18,0,74.00774815976222,0,713.8607949592513,0,186.45679021431988
69278,38324,19,2,14719.33,1289.070193202975,4,5,9,7,829,7,18.0,15.31,11.0,3,2421.78,26.13855010287682,7,1,148.10819233573352,5,302.74921204694,1,51.14431908101864
69287,73251,35,8,11938.1,1197.8416666666667,6,4,20,4,613,5,15.0,9.54,3.0,2,593.33,36.658182794160005,17,1,20.18395627929351,3,334.15143438719736,2,35.448776000175826
69288,58727,52,11,34640.23,2897.685833333333,6,4,10,1,233,15,10.0,13.1,2.0,2,714.2,35.07569805948081,15,1,26.838083766791712,4,303.213182273799,2,239.71731729274262
69302,24745,36,13,20282.38,1688.1983333333335,3,7,4,1,1200,6,15.0,3.95,2.0,1,1229.84,35.94234212446607,34,0,10.179393748709169,1,374.53596606305837,0,34.10447352156582
69303,70386,25,14,54667.1,4804.591666666666,6,5,13,4,1332,10,7.0,17.01,3.0,3,401.07,25.613513515481426,16,1,129.1771213680144,6,412.2814465544574,2,189.00059874419492
69321,80577,49,7,40330.08,3271.84,5,6,3,4,1770,10,3.0,10.79,5.0,1,613.91,33.89487085996675,13,0,108.80262549455244,1,405.6872078116012,2,62.69416669384638
69342,34214,43,4,11300.335,940.6945833333332,6,5,13,7,1509,30,18.0,15.1,9.0,2,650.47,31.7104551697862,29,1,49.24349163728047,5,235.18592077794486,2,99.640045918108
69347,87456,40,10,42079.65,3561.6375,4,7,6,2,480,6,17.0,18.34,5.0,3,1460.57,36.05649273490753,9,1,53.36083741192754,1,429.1564565222194,2,123.64645606585303
69352,30040,29,8,19129.65,1528.1375,7,6,31,7,604,51,18.0,17.36,7.0,0,3237.75,29.11794368548285,32,1,60.1533366599019,5,291.4456088116186,1,91.21480452847945
69361,13703,38,12,73656.76,6168.063333333333,5,7,8,2,1683,11,5.0,5.76,1.0,3,777.97,31.594568340007147,25,0,109.3812770836512,5,240.88446800523738,2,556.5405882444446
69370,38777,50,6,28315.95,2415.6625,4,7,10,2,2156,8,7.0,10.34,4.0,1,677.4,29.305470689411106,11,0,30.230996271640148,0,397.1137068759496,0,54.22154685241021
69397,52102,26,8,87263.22,7297.935,8,6,16,1,955,24,14.0,7.82,8.0,2,135.88,37.84037381071171,20,1,67.17035351661022,0,823.0179987351316,2,79.60514774825812
69415,23083,25,7,83237.52,7162.46,8,7,16,7,364,16,8.0,10.83,7.0,3,2652.42,26.71280380671323,34,1,419.60743466996325,0,359.2252880468012,2,177.41327728323566
69424,86255,22,5,128163.36000000002,10648.28,5,7,7,4,1406,14,3.0,8.79,5.0,1,1494.56,36.957413242507904,10,0,281.79230109924765,1,756.3250061336279,1,276.71069276712456
69425,13687,48,9,29085.38,2200.7816666666668,3,5,16,4,152,30,12.0,15.71,4.0,2,328.7,27.39801903072754,34,1,88.0186284700699,5,218.13997122419946,2,203.91956697239732
69430,24026,26,5,59534.16,5159.18,5,7,20,3,1190,16,16.0,14.64,6.0,2,1350.67,34.469787931897066,2,1,143.18346009489682,1,432.82855762385816,2,189.90598228124503
69440,6318,34,14,48212.8,3877.7333333333336,7,7,18,4,1098,15,16.0,8.49,6.0,2,1197.02,26.16488770141592,10,0,109.73638018522328,5,355.1180381618293,2,212.91891498628087
69450,61982,47,6,20574.87,1620.5725,6,6,20,2,1197,19,19.0,5.62,7.0,2,642.59,36.47618466756508,27,0,27.51493608077465,5,353.70877001991005,2,70.83354389931534
69451,72911,39,5,78443.48,6358.956666666666,7,5,23,4,1767,39,19.0,6.37,6.0,0,1527.77,24.704428552805982,7,0,177.38756256402195,4,209.76119880079318,1,528.7469053018515
69452,35885,49,1,11527.73,839.6441666666666,3,7,14,1,0,12,12.0,1.39,3.0,2,532.86,37.98972076355482,16,0,5.913472082013276,4,322.47512891460207,2,35.57581567005133
69458,22895,22,11,47953.86,3706.155,7,6,27,3,1851,18,19.0,8.48,8.0,2,1601.8,36.88112589707003,31,1,80.92386026831947,1,435.9043571460279,1,103.78728258565269
69461,90708,44,0,10690.96,973.9133333333332,3,5,15,3,115,7,9.0,10.89,3.0,2,260.75,30.35893608960205,26,0,24.454513178548755,5,287.15227459061543,1,75.78454556416914
69464,65137,17,14,61211.96,4858.996666666667,7,9,25,7,1454,45,17.0,20.12,7.0,0,3012.94,28.45043509634057,32,1,200.32028372350987,1,357.31293084759596,2,178.26645209556085
69466,62810,42,3,20039.58,1862.965,6,6,17,6,1167,16,20.0,2.28,6.0,0,2507.45,40.010182655872754,13,1,64.03853362505028,3,338.0263530024908,1,54.23161337245897
69473,8583,27,12,43452.15,3864.0125,3,6,7,5,2075,30,9.0,10.4,11.0,2,859.42,28.63181641196341,2,1,155.26013657218263,3,253.84720475857037,2,247.29390866924697
69493,15469,29,5,25355.14,1878.928333333333,8,4,12,3,552,5,8.0,9.49,3.0,2,172.56,32.418560194819925,7,0,38.23483307112723,3,374.50429135501673,2,45.153708907189426
69504,69386,33,11,15725.7,1165.475,6,9,30,4,915,48,8.0,11.54,7.0,2,1452.16,26.37472649125695,10,1,38.84287530684608,5,312.97196725533337,1,54.73265743782058
69505,22418,43,0,62109.24,5152.77,5,4,15,4,1391,29,11.0,7.63,7.0,2,1308.94,31.99513911619588,20,1,166.1585477440781,0,555.0142748807464,2,34.104177375175524
69519,85874,30,4,56286.51,4601.5425,7,5,15,5,1786,33,18.0,18.59,10.0,2,2554.66,30.999521726038942,9,1,201.49816150827505,3,224.0436413489816,1,304.6124471427433
69534,19190,44,9,73083.44,6264.286666666668,7,9,28,6,516,38,14.0,1.48,6.0,0,2549.27,29.32600763796652,29,1,232.32524281279763,0,558.4707399132783,1,75.63268394059084
69538,23262,33,11,21202.09,1943.8408333333327,7,6,8,1,233,21,16.0,9.29,4.0,2,192.21,37.466323505181066,21,1,15.32320302148409,6,317.90514332573093,2,151.15573698611834
69539,80528,40,3,28698.06,2326.505,8,5,20,7,897,21,11.0,8.43,6.0,2,1364.23,24.865214551663065,29,1,96.95794011732212,5,238.96467863017295,2,186.7278812525049
69568,21346,18,4,17686.19,1424.8491666666666,9,9,19,6,1975,36,18.0,14.04,9.0,0,2994.45,26.71738145172737,33,1,59.38569732527807,5,260.81107699841783,2,112.28814234297084
69574,79454,41,9,18163.26,1787.6049999999998,4,8,26,2,480,27,15.0,7.52,12.0,2,1664.96,29.1433477748351,6,1,21.978859383662204,1,333.5236025698334,2,73.2580380465044
69575,66345,26,6,61936.88,5216.406666666667,4,4,7,5,177,19,19.0,10.39,8.0,2,1877.98,33.74608518929752,10,1,223.36146042091667,2,308.4373518913509,1,249.84185435439912
69576,38672,44,0,19911.77,1833.3141666666668,5,5,17,7,1229,8,15.0,17.01,6.0,2,2141.86,30.550420618823978,11,1,95.50358440605991,5,213.4457805623436,2,164.38205169826315
69577,23616,29,4,97168.2,8002.350000000001,7,6,8,2,1910,21,17.0,8.54,2.0,2,1226.83,27.92809909140873,7,1,95.99393136582697,0,820.0319007782822,2,124.20916785589105
69580,48149,24,13,100713.72,8401.81,3,6,5,4,457,9,11.0,15.83,4.0,2,138.92,36.66347621721607,30,1,325.1832678664092,0,629.9908510447143,2,125.00688108887665
69583,62239,32,4,14828.19,1413.6345911832589,5,5,17,5,450,29,17.0,19.21,10.0,2,2646.26,26.57814956092454,5,1,86.73101694608782,2,301.75965146757824,2,44.82549040307499
